Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
90070,2019-02-23 01:45:13,30175986190993,"fraud_Bernier, Volkman and Hoeger",misc_net,6.93,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,dcd6c6b10fc24e7f3dd0fa878e51815f,1329961513,46.757609,-95.407339,0
612180,2019-09-16 20:09:24,30560609640617,fraud_Bechtelar-Rippin,food_dining,16.47,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,f5c62ceef8f9844cc596fe4572965951,1347826164,40.429164,-91.871317,0
710558,2019-10-30 13:03:50,4658490815480264,fraud_Ullrich Ltd,kids_pets,17.71,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,10d642100875cd69952f0c29547ab43d,1351602230,40.376853,-80.44595799999999,0
334875,2019-06-08 10:57:54,4428154703770710,fraud_Kerluke-Abshire,shopping_net,124.83,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,92637844b6ef861ac4dca4f4a9db0827,1339153074,46.479559,-117.328706,0
547360,2019-08-22 15:25:35,4277232699798846,fraud_Nader-Maggio,personal_care,50.46,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,a7ea7604e7c0403ac9066b95a3ac2e2b,1345649135,46.105432,-103.864732,0
1294659,2020-06-20 18:48:49,36153880429415,"fraud_Crist, Jakubowski and Littel",home,28.48,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,fc374110af33b2953fa4543bb2fef134,1371754129,28.132552,-81.037989,0
1263914,2020-06-09 07:58:26,4312133045694601139,fraud_Kutch and Sons,grocery_pos,50.67,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,5394ece2416e56fb422005cb3afc05f2,1370764706,39.138806,-77.685724,0
392156,2019-06-28 19:58:21,3534330126107879,fraud_Reilly and Sons,health_fitness,73.64,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,461c06f5809e2df9b9dc390d323e1919,1340913501,44.429191,-108.019657,0
351650,2019-06-14 07:47:18,3586008444788268,fraud_Kiehn Inc,grocery_pos,232.28,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,a2f13057f8e962798344db6cfff15959,1339660038,48.197554,-122.325762,0
942266,2020-01-11 17:53:29,4210078554961359092,fraud_Sporer-Keebler,personal_care,31.6,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,a7640eb6ef384b7e62b148cd9000de7a,1357926809,44.713709,-123.517538,0
887446,2019-12-23 13:38:37,2383461948823908,fraud_Schulist Ltd,food_dining,76.32,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,741ee9289408e238b87e97b2fdb5c445,1356269917,44.171238,-71.626388,0
1052189,2020-03-12 14:13:02,4328928491302401,fraud_Bode-Schuster,kids_pets,18.0,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,1caa58a96344bcf73d46ba3261db5d3e,1363097582,42.284693,-87.306471,0
406365,2019-07-03 11:05:19,4908846471916297,fraud_Christiansen-Gusikowski,misc_pos,49.33,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,e932398ee5a33d97d899751fa07e1d77,1341313519,31.332591,-96.87139,0
151645,2019-03-23 00:17:49,4646845581490336108,fraud_Hudson-Ratke,grocery_pos,190.71,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,80e5fed405ee1e87fc9065e1b48182f2,1332461869,40.090147,-73.99460699999999,0
106511,2019-03-02 21:22:52,2576709887791552,"fraud_Ritchie, Bradtke and Stiedemann",travel,6.77,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,674f8365ca1b1e6a274d950f528f5715,1330723372,33.556933,-116.460632,0
1209085,2020-05-20 04:18:37,36890292963032,fraud_Huels-Nolan,gas_transport,77.03,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,d30e6f6ffb68a6e3dc3e02be9f1ff015,1369023517,33.252589,-82.243413,0
311290,2019-05-30 21:29:02,4092452671396169678,fraud_Barton LLC,kids_pets,7.88,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,a925a579cf4cc9c1de8c2cccc602dfc1,1338413342,35.165992,-77.63117,0
1058743,2020-03-15 18:52:57,4800395067176717,fraud_Wilkinson PLC,kids_pets,162.46,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,9019e4ecc6295e7130a084aa6fdfed20,1363373577,42.151303000000006,-96.987004,0
996248,2020-02-11 14:23:35,4810839835482794272,fraud_Friesen-Ortiz,personal_care,8.12,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,c976036470d0124b085047e533762dc9,1360592615,36.097136,-94.506042,0
1232547,2020-05-29 18:22:17,4070511711385545,fraud_Bogisich-Weimann,kids_pets,4.86,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,18d1516e0fabd03a9fcf577e87671475,1369851737,29.342354,-97.574496,0
1013979,2020-02-22 15:14:41,3538520143479972,fraud_Kilback LLC,food_dining,164.38,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,f2651ed10442afd7d2073fa61b8bb52c,1361546081,41.119303,-82.87293299999999,0
1221894,2020-05-25 18:11:14,346273234529002,"fraud_Witting, Beer and Ernser",home,123.93,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,ae6bde12ff1dda9aabb91bf3bca6424e,1369505474,37.538732,-80.480275,0
827723,2019-12-09 23:27:46,376445266762684,fraud_Auer-West,shopping_net,4.32,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,b5f4838fcee78a85126dacba304efe55,1355095666,41.793684000000006,-101.865131,0
330221,2019-06-06 14:51:39,4900628639996,fraud_Lemke and Sons,travel,3.34,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,3511664bb5ad5e79ff0ca19b4d14ca97,1338994299,34.221167,-118.11583600000002,0
1072059,2020-03-21 16:19:49,180081032825079,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,31.19,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1955-04-03,1ad327d785c8dea6f6d84762b1bfdba4,1363882789,33.951777,-91.167182,0
30121,2019-01-18 21:41:57,4536996888716062123,"fraud_Parker, Nolan and Trantow",entertainment,31.42,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,0cae779f0298458addea0bbe421e8270,1326922917,36.043289,-107.049349,0
625037,2019-09-22 20:13:45,36078114201167,"fraud_Roberts, Ryan and Smith",personal_care,16.61,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,f9578c153be0c77e679124fed6eb4c5e,1348344825,37.727679,-82.703848,0
507209,2019-08-08 08:50:21,4384910379661778,fraud_Nienow PLC,entertainment,3.41,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,961579be88508bb229ae1b64d83f0822,1344415821,46.329474,-95.876337,0
609329,2019-09-15 21:53:34,630441765090,"fraud_Welch, Rath and Koepp",entertainment,18.62,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,9141a223832d6429de9d9b1cc0fff05d,1347746014,31.741065000000003,-98.14927,0
1289069,2020-06-18 08:09:17,180069253480336,fraud_Bruen-Yost,misc_pos,7.59,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1969-11-01,c1e08c3fad41b6965f68175672724262,1371542957,41.56793,-79.109408,0
1259114,2020-06-08 02:24:01,3527536963490470,fraud_Padberg-Welch,grocery_pos,95.09,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,e0734f4766c3058dde612c44d71ce19d,1370658241,32.72585,-80.40134300000001,0
975335,2020-01-30 19:37:59,2703186189652095,fraud_Collier LLC,home,16.02,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,887582b7f3bb53180faf321bc7b5c9ee,1359574679,36.290651,-81.916444,0
34413,2019-01-21 10:05:16,372246459334925,fraud_Dooley Inc,shopping_pos,8.95,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,e416ba942a4c3b7c723e6b46c3d0c64a,1327140316,44.693517,-104.116253,0
738794,2019-11-11 16:14:48,6011104316292105,fraud_Ullrich Ltd,kids_pets,9.24,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,f1722eb342081790152ddb2535d71fd6,1352650488,36.451645,-79.221335,0
761079,2019-11-22 04:54:27,213161231269724,fraud_Johns Inc,entertainment,2.62,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,1eef8f3d6f5e5865a3be2feaa5d50300,1353560067,34.635849,-85.950101,0
1106031,2020-04-05 14:23:28,4605902936394,"fraud_Cole, Hills and Jewess",home,69.51,Vincent,Mueller,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,17bb077dfefe98bc9d4ec13e9242ea3c,1365171808,32.020081,-97.285765,0
1289992,2020-06-18 18:49:56,3512365128314616,fraud_Zboncak Ltd,food_dining,142.46,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,0a7e725d9c134fcef7cd9bd9517a8e16,1371581396,37.640514,-90.778543,0
493152,2019-08-03 14:55:59,376445266762684,"fraud_Boehm, Predovic and Reinger",misc_pos,2.16,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,c00eac50e826c88035ae1ec7536be7eb,1344005759,41.637824,-100.171505,0
83629,2019-02-18 21:33:45,3560318482131952,fraud_O'Keefe-Wisoky,food_dining,31.81,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,0634025ceb0f671b5f4fdd794398578c,1329600825,33.506165,-87.103107,0
961641,2020-01-22 14:29:45,4777065439639721,fraud_White and Sons,home,80.75,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,f5fb1260c2f0c6410d9c74cf6dc0ad38,1358864985,39.873857,-75.549817,0
671567,2019-10-13 13:05:03,4198470814557,fraud_Bruen-Yost,misc_pos,21.19,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,955a22a7b089b2344d5a94620b31d837,1350133503,41.223701,-95.955844,0
429700,2019-07-11 22:33:52,38295635583927,"fraud_Roberts, Daniel and Macejkovic",kids_pets,16.52,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,7ccf10f21cb40f6df1c6f1b3d8a84fd8,1342046032,33.287348,-100.606462,0
98055,2019-02-26 23:12:43,6011305591981276,"fraud_Haley, Jewess and Bechtelar",shopping_pos,951.68,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,4a2b5a0f4ee13fc4fdbf46f41d30ec54,1330297963,33.725441,-87.222023,1
162781,2019-03-27 13:03:28,6524376634971418,fraud_Bednar PLC,kids_pets,87.59,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,5cc03a6b530dad122d7078e876c957fc,1332853408,34.461135,-87.424623,0
1112791,2020-04-07 17:26:08,4003771737807706,fraud_Pollich LLC,home,19.83,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,23e60fae66880a779f21a240f4bb82bc,1365355568,34.835038,-92.193109,0
547134,2019-08-22 13:23:35,30103132002433,fraud_Collier LLC,home,21.13,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,a9a7ef13155f19a9881651839b8f02d9,1345641815,40.08763,-77.317934,0
302386,2019-05-27 06:14:05,4229733778084049,fraud_Smitham-Boehm,grocery_net,26.93,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,4f3fa529d5c300ddb769465b2d9cce37,1338099245,37.767398,-85.44430200000001,0
234667,2019-04-28 10:52:30,3565196229855512,fraud_Reynolds-Schinner,misc_pos,83.85,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,50bc7d5495c83b392553b44b980f134e,1335610350,41.362474,-93.314904,0
403830,2019-07-02 00:39:36,3506592072985012,"fraud_Greenholt, Jacobi and Gleason",gas_transport,52.3,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,d064718ea34a059af018a7d2f390c82a,1341189576,38.922573,-90.96503,0
1156060,2020-04-27 09:46:22,2227671554547514,fraud_Shields Inc,grocery_net,49.51,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,803e18007ff921e4d37e5fb13153b7d7,1367055982,28.186348,-81.85243100000001,0
911399,2019-12-29 09:01:30,4428154703770710,"fraud_Schaefer, McGlynn and Bosco",gas_transport,74.2,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,90aa1edfac7122b2f46a02bd12d90065,1356771690,46.408442,-116.192889,0
207598,2019-04-15 20:58:01,571365235126,fraud_Sawayn PLC,shopping_pos,7.42,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,84f9761bfe6105d0ce2b6b71b6b1579c,1334523481,45.062976,-86.594874,0
1088108,2020-03-28 17:43:54,4003989662068504,fraud_Bernhard-Lesch,food_dining,27.97,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,ae5b401d7d5b23f210501f2d9f556748,1364492634,32.348628999999995,-87.48644200000001,0
865101,2019-12-18 21:01:05,4476840372112,"fraud_Roberts, Ryan and Smith",personal_care,51.91,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,227e92f94e4917084f76521d29ef51b2,1355864465,35.541409,-86.69770600000001,0
1178270,2020-05-06 20:27:59,2222001896600109,fraud_Kerluke-Abshire,shopping_net,4.62,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,7a3d1fdd5a8ce143a0a3ecac2ee97d8d,1367872079,38.238079,-90.11334,0
466780,2019-07-25 00:02:41,4003989662068504,fraud_Schmitt Inc,gas_transport,94.44,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,202b04b168b3adaf47a6ce3e32479832,1343174561,33.375923,-86.10411500000001,0
148619,2019-03-21 12:06:06,4584931703207308232,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,7.89,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,625bc68f97d6d4293aa3e131a93c02aa,1332331566,33.738689,-97.500699,0
1033531,2020-03-03 22:31:11,378858024506425,fraud_Pollich LLC,home,64.98,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,d8e5f09041c64ef95c13cabca7dc52f8,1362349871,34.504452,-112.544142,0
900184,2019-12-26 23:02:26,3504178999463051,fraud_Stark-Batz,entertainment,6.69,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,a4d030f16a4602428fb2c3b8561d42d2,1356562946,40.798981,-83.913265,0
1080906,2020-03-24 17:24:20,4294930380592,"fraud_Brown, Homenick and Lesch",health_fitness,120.53,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,75b666e316f286d9a86afd9e6c11c651,1364145860,38.132215,-80.510676,0
873322,2019-12-21 02:17:56,180094419304907,"fraud_Moore, Dibbert and Koepp",misc_net,14.88,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,0d6afba361bf9e012b27a9427b8043a0,1356056276,34.021832,-116.419181,0
1052202,2020-03-12 14:25:15,374930071163758,"fraud_Schumm, McLaughlin and Carter",food_dining,8.03,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,111a6c07d3d91ac012e122d8f9c1d16e,1363098315,41.279868,-83.256617,0
1220200,2020-05-25 08:29:54,30273037698427,fraud_Bernhard Inc,gas_transport,63.16,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,39f3c74af882c8aa070f55fa537ff45e,1369470594,36.224142,-91.991865,0
1159279,2020-04-28 10:42:10,2254917871818484,"fraud_Streich, Hansen and Veum",gas_transport,56.65,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,4ceb3633a3ef03a01f8b04b07a6357cf,1367145730,37.14387,-76.86780999999999,0
1053233,2020-03-13 03:24:30,180072527505094,fraud_Kuvalis Ltd,gas_transport,81.84,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,9feabfcf0af77758a19134414dd025ea,1363145070,35.139933,-81.622434,0
1023008,2020-02-27 18:25:39,371284100299909,"fraud_Kling, Howe and Schneider",home,56.4,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,5229bc09138383c4e172af3191db881c,1361989539,34.611758,-101.199227,0
1155009,2020-04-26 23:26:35,4900628639996,"fraud_Hintz, Bauch and Smith",health_fitness,9.0,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,33f0e9f9e4336541eaaed4d1b4a4abac,1367018795,34.625482,-118.522211,0
950954,2020-01-16 14:21:49,4377338765909719,"fraud_Hagenes, Kohler and Hoppe",food_dining,1.03,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,979c06325642b5d620ef57538c10166a,1358346109,35.25113,-84.327548,0
172278,2019-03-31 17:38:41,213174467670432,fraud_Ullrich Ltd,kids_pets,12.89,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,ca86fed641d05470027ed09160a7d9cb,1333215521,40.373645,-76.2599,0
414069,2019-07-06 14:28:15,4457732997086323466,fraud_Waelchi Inc,kids_pets,47.53,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,b23a3c20a3cf84d5a14921f492ad0201,1341584895,38.907993,-119.722049,0
429735,2019-07-11 22:51:16,30501624614310,fraud_Bins-Tillman,entertainment,135.27,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,5cc87ff31cb70193216eb3732f068b4c,1342047076,32.300481,-81.622558,0
653550,2019-10-05 18:49:04,676372984911,fraud_Lubowitz-Walter,kids_pets,15.22,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,28c62b46329bfdaa75d1e5cfcb2658f0,1349462944,39.116788,-98.866711,0
86038,2019-02-19 22:47:47,4198470814557,fraud_Ratke and Sons,health_fitness,84.63,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,201f00ded1f2faa3e67b7f8f29bb1d17,1329691667,40.50431,-94.959136,0
76709,2019-02-15 00:16:38,377993105397617,"fraud_Johnston, Nikolaus and Maggio",grocery_net,74.25,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,33fc248d79e8d84ac88873eb34d5798b,1329264998,44.353148,-87.259619,0
397646,2019-06-30 12:37:56,3533012926413100,fraud_Veum-Koelpin,travel,5.61,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,5831ffd222a5cfff842efb6186fc4807,1341059876,43.673209,-75.891651,0
454890,2019-07-20 23:23:10,38052002992326,"fraud_Haley, Batz and Auer",health_fitness,35.64,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,2c489b64237a7972a3bbb5b3d8b3e815,1342826590,31.197145000000003,-94.642748,0
901266,2019-12-27 07:48:29,4149238353975790,fraud_Deckow-O'Conner,grocery_pos,116.22,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,84df2adf6cf9827fe334dd6046ceaca3,1356594509,40.128312,-80.651388,0
191255,2019-04-08 17:05:00,213112402583773,"fraud_Cormier, Stracke and Thiel",entertainment,34.65,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,9c41061c14c44c7915a9528085b2ec4d,1333904700,33.450567,-81.83884499999999,0
465674,2019-07-24 13:44:35,3585740823295298,fraud_Heaney-Marquardt,entertainment,45.91,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,2eb638de5bda2d48f2bc325f475699b7,1343137475,34.778736,-99.181391,0
216141,2019-04-20 13:03:04,4584931703207308232,fraud_Kuhn LLC,shopping_pos,1.66,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,6db84eb9bfc7eda224df5112ac423e1c,1334926984,33.073805,-96.656918,0
966570,2020-01-25 18:09:24,36192615525683,"fraud_Roberts, Daniel and Macejkovic",kids_pets,182.0,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,190e3466edd24016f1982091b2261fd8,1359137364,35.943319,-107.218067,0
1213326,2020-05-22 18:52:35,3534718226968689,fraud_Dickinson Ltd,personal_care,66.2,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1984-09-13,443e8d5dfeeac6b7f41547ab0be62c7c,1369248755,38.204186,-88.32164300000001,0
220702,2019-04-21 22:53:15,4292743669224718067,"fraud_Kihn, Abernathy and Douglas",shopping_net,6.99,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,81918e5c88abe8cdc437922b81f32b6a,1335048795,37.726808,-76.488277,0
1064482,2020-03-17 15:13:55,4102003771126577611,fraud_Hickle Group,shopping_pos,8.25,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,1670e9d7098114fbd67c5dc1f99404b1,1363533235,33.607809,-96.896862,0
384377,2019-06-25 02:05:59,6011975266774121,fraud_Kilback Group,food_dining,126.57,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",1943-05-28,ef9624adaa0e2e2cc55b47a7fed86e22,1340589959,39.456232,-76.105952,0
479050,2019-07-29 02:11:42,4561546772499,fraud_Kutch Group,grocery_net,117.65,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,d70e3fdcaf1401a9bc72b01600714d95,1343527902,35.896217,-106.63672,0
988388,2020-02-07 15:31:25,4873783502705038,"fraud_Lesch, D'Amore and Brown",food_dining,40.44,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,c737ddf6c9fc79f3be70f71d2432a167,1360251085,48.803464,-123.302032,0
454645,2019-07-20 22:07:45,4646845581490336108,"fraud_Turcotte, McKenzie and Koss",entertainment,132.84,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,cc5cc2b232eb4ff8cdf13928d646df18,1342822065,41.019673,-72.27166899999999,0
236601,2019-04-28 23:28:02,6569097840281287,fraud_Yost-Rogahn,personal_care,4.43,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,dcad09aae1ad1bb5b74847c816a13da0,1335655682,39.898043,-104.807457,0
614550,2019-09-18 04:16:12,3596357274378601,fraud_McDermott-Weimann,grocery_pos,65.83,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,da85568ca9eb1794f4caff0896d7a83d,1347941772,41.580004,-78.684927,0
